,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,License_number,Brand,Type_of_Veihcle,Veihcle_Model,Production_Year,Engine_Size,Country,LastTestDT,TokefDT,Importer,RoadDT,Engine Type
10797,11983,11983,11983,9062870,12.0,1,CAYENNE SE PLUG IN,2017,,3,2021,2022,0,2017,2
10798,11984,11984,11984,9389072,7.0,1,R5D1,2010,,4,2021,2022,0,2010,3
10799,11985,11985,11985,9202572,4.0,1,ASV40L-CETNKA,2010,,1,2021,2022,0,2010,3
10800,11986,11986,11986,9170074,2.0,1,לרדו שירוקי JEAG,2012,,1,2021,2021,0,2012,3
10801,11988,11988,11988,9599271,6.0,1,221.056,2010,,3,2020,2021,0,2010,1
10802,11989,11989,11989,9721271,7.0,1,N501,2010,,4,2020,2021,0,2010,1
10803,11990,11990,11990,9437472,15.0,1,ZCF69,2008,,3,2021,2022,0,2008,1
10804,11991,11991,11991,9715071,4.0,1,AHV40L,2010,,1,2021,2022,0,2010,1
10805,11992,11992,11992,9180974,6.0,1,S550 NG7DB,2012,,3,2021,2022,0,2012,1
10806,11993,11993,11993,90256701,4.0,1,GSU50L ARZGHA,2017,,1,2021,2022,0,2017,1
10807,11994,11994,11994,9283672,4.0,1,הברידAHV40L-CEXGBA,2010,,1,2021,2021,0,2010,1
10808,11996,11996,11996,8214822,6.0,1,222176-S600,2017,,3,2021,2022,1,2017,1
10809,11997,11997,11997,5809921,3.0,5,TRANSIT 350 W2Y,2018,,1,2021,2022,1,2018,1
10810,11998,11998,11998,5500522,6.0,1,204.046 C180,2008,,3,2021,2022,1,2008,1
10811,11999,11999,11999,2322421,4.0,1,GRJ150L_GKTEKW,2016,,2,2021,2022,1,2016,1
10812,12000,12000,12000,2322021,4.0,1,GRJ150L_GKTEKW,2016,,2,2021,2022,1,2016,1
10813,12001,12001,12001,5807521,13.0,1,FLFEK4,2017,,4,2021,2022,0,2017,1
10814,12002,12002,12002,5802221,13.0,1,CY14526 - טרברס,2014,,1,2021,2022,0,2014,1
10815,12003,12003,12003,5810821,3.0,1,FORD ESCAPE UOF,2018,,1,2021,2022,0,2018,1
10816,12004,12004,12004,5806921,13.0,1,EQUINOX JQDDKO,2017,,1,2021,2022,0,2017,1
10817,12006,12006,12006,9191676,6.0,1,CLS 350____218 359,2014,,3,2020,2021,0,2014,1
10818,12007,12007,12007,9410976,7.0,1,לרדו שירוקי JFAG,2015,,1,2021,2022,0,2015,3
10819,12008,12008,12008,9212376,9.0,1,דיסקברי 4S LAAA,2014,,5,2021,2022,0,2014,4
10820,12009,12009,12009,9805675,12.0,1,CAYENNE A2A,2014,,3,2020,2021,0,2014,1
10821,12010,12010,12010,9959874,3.0,1,K7F,2013,,1,2021,2022,0,2013,1
10822,12011,12011,12011,9167755,13.0,1,YY078_קורבט,1986,,1,2020,2021,0,1986,1
10823,12012,12012,12012,91083001,8.0,1,BMW 740E 7D01,2017,,3,2020,2021,0,2017,2
10824,12013,12013,12013,91140601,10.0,1,URJ201L-GHZGKA,2019,,2,2019,2022,1,2019,1
10825,12014,12014,12014,91155001,13.0,1,CAMARO FH1R7X,2018,,1,2019,2022,0,2018,1
10826,12015,12015,12015,90427701,6.0,1,E 350E 213.050,2018,,3,2021,2022,1,2018,2
10828,12020,12020,12020,9129072,8.0,1,NX 51,2007,,3,2021,2022,0,2007,4
10829,12021,12021,12021,90117601,6.0,1,117.352,2016,,16,2021,2022,0,2016,1
10830,12022,12022,12022,90172401,8.0,1,325XI_________VD1N,2007,,3,2020,2021,0,2007,1
10831,12023,12023,12023,9275376,2.0,1,PT2FB שירוקי,2014,,1,2021,2022,0,2014,1
10832,12024,12024,12024,9366475,4.0,1,AVV30Lהיברידי קמרי,2014,,1,2021,2022,0,2014,1
10833,12025,12025,12025,90061801,3.0,1,GP8C_GT מוסטנג,2016,,1,2021,2022,0,2016,1
10834,12026,12026,12026,9174473,4.0,1,קאמריAVVSOL-CEXNBA,2012,,1,2021,2022,1,2012,1
10835,12027,12027,12027,9115073,4.0,1,סיינהGSL30L-PRTEKA,2010,,1,2021,2022,0,2010,1
10836,12028,12028,12028,9252373,6.0,1,221.157,2011,,3,2021,2022,0,2011,1
10837,12029,12029,12029,9810272,5.0,1,ACCORD-V6EX-L CS2B,2011,,1,2021,2022,0,2011,1
10838,12030,12030,12030,9884171,6.0,1,164.871,2009,,1,2021,2022,0,2009,1
10839,12031,12031,12031,9243279,4.0,1,LE,2015,,1,2021,2022,0,2015,1
10840,12032,12032,12032,9166455,6.0,1,SL380_______BA45A8,1982,,3,2021,2022,0,1982,1
10841,12033,12033,12033,9642222,7.0,1,6C85,2009,,1,2020,2021,0,2009,4
10842,12034,12034,12034,9791971,3.0,1,U27לינקולן לינקולן,2005,,1,2021,2022,0,2005,3
10844,12036,12036,12036,9809978,14.0,1,DODGE CARAVAN DGBG,2013,,4,2020,2021,0,2013,1
10846,12038,12038,12038,9766069,5.0,1,EXL_____CP26_אקורד,2010,,1,2021,2022,0,2010,1
10847,12039,12039,12039,9637469,6.0,1,221.171,2009,,3,2021,2021,0,2009,1
10848,12040,12040,12040,9904371,4.0,1,V40LE קאמרי טויוטה,2009,,1,2021,2021,0,2009,1
10849,12041,12041,12041,9113755,1.0,1,אלדורדו קדילק,1975,,1,2021,2022,0,1975,1
10850,12042,12042,12042,9897571,4.0,1,ASV40L-CETNKA,2010,,1,2021,2022,0,2010,1
10851,12043,12043,12043,9803171,13.0,1,UKCE טהו שברולט,2010,,1,2021,2022,0,2010,1
10852,12044,12044,12044,9852469,6.0,1,221.056,2010,,3,2021,2022,0,2010,1
10853,12045,12045,12045,9039569,6.0,1,221.156,2009,,3,2021,2022,0,2009,1
10854,12046,12046,12046,90759901,3.0,1,MUSTANG GT P8C,2018,,1,2021,2022,0,2018,1
10855,12047,12047,12047,90158201,3.0,1,P8Tמוסטנג,2017,,1,2021,2022,0,2017,1
10856,12048,12048,12048,9163055,6.0,1,B80,1930,,3,2021,2022,0,1930,1
10857,12049,12049,12049,9267455,3.0,1,MUSTANG 5כ09,1966,,1,2021,2022,0,1966,1
10858,12050,12050,12050,9322776,2.0,1,שירוקי JMBS,2014,,1,2021,2022,0,2014,1
10859,12052,12052,12052,9207078,4.0,1,LEXUS RX350 BK1BA,2010,,4,2021,2022,0,2010,1
10860,12053,12053,12053,9231773,8.0,1,X DRIVE__KC61 750I,2011,,3,2021,2022,0,2011,1
10861,12054,12054,12054,9217355,1.0,1,אלדורדו,1973,,1,2021,2022,0,1973,1
10862,12055,12055,12055,9534874,6.0,1,204.077,2013,,3,2021,2022,0,2013,1
10864,12057,12057,12057,90988601,7.0,1,RUBICON JXFG,2018,,1,2021,2022,0,2018,1
10865,12058,12058,12058,90478201,13.0,1,CORVETTE YU2D69,2018,,1,2021,2022,1,2018,1
10866,12059,12059,12059,91493001,6.0,1,213 016,2019,,3,2019,2022,0,2019,6
10867,12060,12060,12060,91812601,13.0,1,CORVETTE YY2D7,2019,,1,2020,2022,0,2019,1
10868,12061,12061,12061,90773101,6.0,1,222186 S560,2018,,3,2021,2022,0,2018,1
10869,12062,12062,12062,9911169,6.0,1,221.156,2010,,3,2021,2022,0,2010,1
10870,12063,12063,12063,9214673,6.0,1,GL450 - 164.871,2011,,1,2020,2022,0,2011,1
10871,12064,12064,12064,90069201,12.0,1,92A,2017,,3,2021,2022,0,2017,2
10872,12066,12066,12066,90048301,13.0,1,FD1RX_LT קאמרו,2017,,1,2021,2022,0,2017,1
10873,12067,12067,12067,9973872,7.0,1,R5DG קאנטריׂטאון,2011,,4,2021,2022,0,2011,1
10874,12068,12068,12068,9043970,4.0,1,GSL30L-PRZQHA,2017,,1,2020,2022,0,2017,1
10875,12070,12070,12070,9222475,8.0,1,535D______________,2013,,3,2021,2022,0,2013,4
10876,12071,12071,12071,9883975,4.0,1,סיינהGSL30L-PRTEKA,2014,,1,2021,2022,0,2014,1
10877,12072,12072,12072,9931872,8.0,1,528I_FS51,2011,,3,2021,2022,0,2011,1
10878,12073,12073,12073,9238773,6.0,1,207.348 CGI E_200,2011,,3,2021,2022,0,2011,1
10879,12074,12074,12074,9161171,6.0,1,221.156,2010,,3,2021,2022,0,2010,1
10880,12075,12075,12075,9856172,6.0,1,207.347,2011,,3,2021,2022,0,2011,1
10881,12076,12076,12076,90739701,3.0,1,MUSTANG P8U,2017,,1,2021,2022,0,2017,1
10882,12077,12077,12077,90780801,6.0,1,E-350E 213050,2017,,3,2021,2022,0,2017,2
10883,12078,12078,12078,9599974,8.0,1,XG31_528I וו.מ.ב,2012,,3,2021,2022,0,2012,1
10884,12079,12079,12079,9397374,12.0,1,970_פנמרה,2012,,3,2021,2022,0,2012,1
10885,12080,12080,12080,9099970,13.0,1,YK2D,2016,,1,2021,2022,0,2016,1
10886,12081,12081,12081,90780901,6.0,1,C-350E 205047,2018,,3,2021,2022,0,2018,2
10887,12082,12082,12082,90603001,6.0,1,S-550E UG6DB,2017,,3,2021,2022,0,2017,2
10889,12084,12084,12084,9590078,4.0,1,AVALON XLE BD1EB,2015,,1,2021,2022,0,2015,1
10890,12085,12085,12085,9360973,4.0,1,סיינהGSL30L-PFTQKA,2012,,1,2021,2022,1,2012,3
10891,12086,12086,12086,9257076,6.0,1,CLS350 BLUE218 394,2014,,3,2021,2022,0,2014,4
10892,12087,12087,12087,90119201,8.0,1,JA91,2017,,3,2021,2022,0,2017,2
10893,12088,12088,12088,90074401,3.0,1,P8U,2016,,1,2021,2022,0,2016,1
10894,12089,12089,12089,9272974,4.0,1,AVVS0L-CEXGBA,2012,,1,2021,2021,0,2012,1
10895,12090,12090,12090,9543872,4.0,1,ASV40L-CETNKA,2011,,1,2021,2022,0,2011,1
10898,12094,12094,12094,9203173,4.0,1,קאמריASV40L-CETNKA,2011,,1,2021,2022,0,2011,1
10899,12095,12095,12095,9893972,8.0,1,325I וו.מ.ב,2010,,3,2021,2022,0,2010,1
10900,12096,12096,12096,9807079,3.0,1,6P8TH_מוסטנג,2016,,1,2021,2022,0,2016,1
10901,12097,12097,12097,9706879,13.0,1,FD1RS6,2016,,1,2021,2022,0,2016,1
10902,12098,12098,12098,9291372,4.0,1,AHV40L-CEXGBA,2011,,1,2021,2022,0,2011,1
10903,12100,12100,12100,90013201,2.0,1,JCBB,2016,,1,2021,2022,0,2016,1
10904,12101,12101,12101,9062072,4.0,1,GSL30L-PRTQKA,2011,,1,2021,2022,0,2011,1
10905,12102,12102,12102,9162073,4.0,1,סיינהGSL30L-PRTQKA,2012,,1,2021,2022,0,2012,1
10906,12103,12103,12103,9346175,6.0,1,S 350 L___________,2013,,3,2021,2022,0,2013,1
10908,12105,12105,12105,9013373,7.0,1,לימיטד 300 A5CG,2012,,4,2021,2022,1,2012,1
10909,12106,12106,12106,9939872,6.0,1,221.157S 350 מרצדס,2011,,3,2021,2022,0,2011,1
10910,12107,12107,12107,9751174,7.0,1,C1BG,2013,,4,2021,2022,0,2013,1
10911,12108,12108,12108,9756373,4.0,1,קאמריAVV50L-CEXGBA,2012,,1,2021,2022,0,2012,1
10912,12109,12109,12109,9472272,6.0,1,207347_CGI E250,2010,,3,2021,2022,0,2010,1
10913,12110,12110,12110,9929771,7.0,1,G4FB,2010,,8,2021,2022,0,2010,1
10914,12111,12111,12111,9890972,4.0,1,ASV40L-CETNKA,2011,,2,2021,2021,1,2011,1
10915,12112,12112,12112,9973275,4.0,1,GSL30LPRTEKA סיינה,2014,,1,2021,2022,0,2014,1
10917,12114,12114,12114,9888573,7.0,1,RR5D1קאנטרי טאון,2009,,4,2021,2021,0,2009,1
10918,12115,12115,12115,9272755,7.0,1,VALIANT VL41,1971,,1,2020,2021,0,1971,1
10919,12116,12116,12116,9934922,8.0,1,118,2012,,3,2020,2021,0,2012,4
10920,12118,12118,12118,9767675,6.0,1,UG8CB,2014,,3,2020,2022,0,2014,1
10921,12119,12119,12119,9239255,8.0,1,635CSI_______ EC61,1988,,3,2020,2022,0,1988,1
10922,12120,12120,12120,9123255,6.0,1,CA43A,1983,,3,2020,2021,0,1983,1
10923,12121,12121,12121,9214155,2.0,1,CJ7 687E,1986,,1,2020,2021,0,1986,1
10925,12124,12124,12124,1441421,6.0,1,E280 VF54X9,2009,,8,2020,2021,1,2009,1
10926,12125,12125,12125,9216855,1.0,1,EL678,1985,,1,2020,2022,0,1985,1
10927,12126,12126,12126,9181055,13.0,1,V0RVEYTE YY0784,1987,,1,2020,2022,0,1987,1
10928,12127,12127,12127,9199555,3.0,1,FAIRLANE ____S3397,1960,,1,2020,2021,0,1960,1
10929,12128,12128,12128,90629601,6.0,1,GLC350E 253354,2017,,3,2020,2021,0,2017,2
10930,12129,12129,12129,90592101,8.0,1,B.M.W X5-E KJOC,2016,,1,2020,2021,0,2016,2
10931,12130,12130,12130,9413573,2.0,1,JEEP WAANLLER JMFG,2012,,1,2020,2021,1,2012,1
10932,12131,12131,12131,9221075,6.0,1,HF7GB,2013,,3,2020,2021,0,2013,1
10933,12132,12132,12132,9250573,8.0,1,X5_ZV8C,2011,,1,2020,2022,0,2011,1
10934,12133,12133,12133,9434579,2.0,1,JFAG,2016,,1,2020,2022,0,2016,3
10935,12134,12134,12134,90296001,8.0,1,X5 KTOC5,2016,,1,2020,2021,0,2016,2
10937,12136,12136,12136,9703273,7.0,1,WRANGLER - JWCG,2012,,1,2020,2021,0,2012,1
10938,12137,12137,12137,90206901,9.0,1,CA2B,2016,,5,2020,2021,0,2016,4
10939,12138,12138,12138,9876471,6.0,1,164.186,2010,,1,2020,2022,0,2010,1
10940,12139,12139,12139,90261701,11.0,1,XC 90 T8____BC0P,2016,,6,2020,2021,0,2016,2
10941,12140,12140,12140,9856571,7.0,1,R4GK לארדו שירוקי,2009,,1,2020,2021,0,2009,3
10942,12141,12141,12141,9932871,6.0,1,164.186__ML-350,2009,,1,2020,2021,0,2009,1
10943,12142,12142,12142,9946673,8.0,1,525D XA31,2012,,3,2020,2021,0,2012,4
10944,12143,12143,12143,9128676,8.0,1,קופר מיני ZB71,2012,,3,2020,2021,0,2012,4
10945,12144,12144,12144,90276201,4.0,1,GSL20L - PRAEKA,2009,,1,2020,2021,0,2009,1
10946,12145,12145,12145,9219976,3.0,1,מוסטנג P8C,2014,,1,2020,2021,0,2014,1
10947,12146,12146,12146,9882269,6.0,1,221.056,2009,,3,2020,2021,0,2009,1
10948,12147,12147,12147,9350572,13.0,1,U11416,2007,,1,2020,2021,0,2007,1
10949,12148,12148,12148,9774371,6.0,1,221.156,2011,,3,2020,2022,0,2011,1
10950,12149,12149,12149,9468372,13.0,1,YU2D_קורבט,2010,,1,2020,2021,0,2010,1
10951,12150,12150,12150,9375774,8.0,1,M3 KG91,2011,,3,2020,2021,0,2011,1
10952,12151,12151,12151,9373579,3.0,1,P8C,2015,,1,2020,2021,0,2015,1
10953,12152,12152,12152,9591774,6.0,1,212.056,2010,,3,2020,2021,0,2010,1
10954,12153,12153,12153,9200276,4.0,1,GSL-30L-PRTEKA,2014,,1,2019,2020,0,2014,1
10955,12154,12154,12154,9314478,7.0,1,CAAG_300,2012,,4,2020,2021,0,2012,1
10956,12155,12155,12155,9127875,7.0,1,300S__________CABG,2013,,4,2020,2021,0,2013,1
10957,12156,12156,12156,9099473,4.0,1,לקסוסGGL10L-CWTGKA,2010,,4,2020,2021,0,2010,1
10958,12157,12157,12157,9114271,6.0,1,221.156,2009,,3,2020,2021,0,2009,1
10959,12158,12158,12158,4320021,7.0,1,PACIFICA HYBRID,2018,,4,2021,2022,1,2018,1
10960,12159,12159,12159,9047075,4.0,1,RX350________לקסוס,2013,,4,2020,2021,0,2013,1
10961,12161,12161,12161,9057572,8.0,1,FE43,2009,,1,2021,2022,0,2009,1
10962,12162,12162,12162,9785471,6.0,1,221.056,2010,,3,2021,2022,0,2010,1
10964,12164,12164,12164,4324221,4.0,1,TOYOTA CAMRY XLE,2018,,1,2021,2022,0,2018,1
10965,12168,12168,12168,5807321,3.0,1,EXPLORER K8B,2017,,1,2021,2022,1,2017,1
10966,12169,12169,12169,2103922,6.0,1,212091-E550,2012,,17,2020,2021,0,2012,1
10967,12171,12171,12171,3389922,4.0,5,URJ 200L-GNZVKV,2018,,2,2021,2022,1,2018,1
10968,12172,12172,12172,9229021,13.0,5,סוברבן,2013,,1,2021,2022,0,2013,1
10969,12173,12173,12173,2319921,4.0,5,VDJ2OOL-GNTEZW,2014,,2,2021,2022,1,2014,4
10970,12174,12174,12174,9940322,4.0,5,LC200,2019,,2,2021,2022,1,2019,1
10971,12175,12175,12175,3392122,4.0,1,TOYOTA,2018,,2,2021,2022,0,2018,1
10972,12176,12176,12176,9717622,4.0,5,URJ202L-GNTAKV,2017,,2,2021,2022,1,2017,1
10973,12177,12177,12177,5813321,8.0,1,BMW KR61,2019,,1,2021,2022,0,2019,1
10974,12178,12178,12178,9215121,4.0,5,LH2024-REMDE,2009,,2,2021,2022,0,2009,4
10975,12179,12179,12179,4322921,4.0,1,TOYOTA CAMRY XLE V,2018,,1,2021,2022,0,2018,1
10976,12180,12180,12180,9633876,6.0,1,S350 LONG 222.132,2014,,3,2021,2022,0,2014,4
10977,12181,12181,12181,9546379,12.0,1,970,2016,,3,2021,2022,0,2016,2
10978,12182,12182,12182,9177071,7.0,4,LC55 - סברינג,2010,,1,2020,2021,0,2010,1
10979,12183,12183,12183,9592668,3.0,4,T84-מוסטנג,2009,,1,2021,2022,0,2009,3
10980,12184,12184,12184,9759968,3.0,4,T84 - מוסטנג,2009,,1,2021,2022,0,2009,1
10981,12185,12185,12185,9033669,3.0,4,T84 - מוסטנג,2009,,1,2021,2022,0,2009,1
10982,12186,12186,12186,9100255,16.0,4,AR1495F,1958,,7,2021,2022,0,1958,1
10983,12187,12187,12187,9103155,6.0,4,380 SL 107.045,1983,,3,2021,2022,0,1983,1
10984,12188,12188,12188,9589571,12.0,4,987S - בוקסטר,2010,,3,2021,2022,0,2010,1
10985,12189,12189,12189,9401871,8.0,4,WN31 - 325I,2010,,3,2021,2022,0,2010,1
10986,12190,12190,12190,9053271,3.0,8,U74 - אקספורר,2010,,1,2021,2022,0,2010,1
10987,12191,12191,12191,9718361,7.0,4,N65L,2008,,1,2021,2022,0,2008,1
10988,12192,12192,12192,9128369,6.0,4,SLK-200,2009,,3,2021,2022,0,2009,1
10989,12193,12193,12193,9185269,3.0,4,GT מוסטאנג T85,2009,,1,2021,2022,0,2009,1
10990,12194,12194,12194,9241868,3.0,4,T85 - GT מוסטאנג,2008,,1,2021,2022,0,2008,1
10992,12196,12196,12196,9676568,3.0,4,T84-מוסטאנג פורד,2009,,1,2021,2022,0,2009,1
10993,12197,12197,12197,9838068,3.0,4,T84-מוסטנג,2009,,1,2021,2022,0,2009,3
10994,12198,12198,12198,9641168,7.0,4,G55R_SEBRING,2009,,1,2021,2022,0,2009,1
10995,12199,12199,12199,9915361,3.0,4,T84-מוסטאנג,2008,,1,2021,2022,1,2008,1
10997,12203,12203,12203,9331568,3.0,4,T84-מוסטנג,2008,,1,2021,2022,0,2008,1
10998,12205,12205,12205,9095855,6.0,4,SL380 מרצדס,1984,,3,2021,2021,0,1984,1
10999,12206,12206,12206,9153255,6.0,4,380SL_______107045,1984,,3,2021,2022,0,1984,1
11000,12207,12207,12207,9847179,6.0,1,222.163,2015,,3,2020,2021,0,2015,2
11001,12208,12208,12208,90136101,6.0,1,E 500NE_____213050,2016,,3,2020,2021,0,2016,2
11002,12209,12209,12209,90287901,6.0,1,213050,2017,,3,2020,2021,0,2017,2
11003,12210,12210,12210,9557279,6.0,1,S500E PLUG 222163,2017,,3,2020,2021,1,2017,2
11004,12211,12211,12211,90192901,6.0,1,E350E PLUG E350E,2016,,3,2020,2021,0,2016,2
11005,12212,12212,12212,9822278,6.0,1,S500E 222.163,2015,,3,2020,2021,1,2015,1
11006,12213,12213,12213,9285075,4.0,1,קאמריAVV50L-CEXGBA,2013,,1,2020,2021,0,2013,1
11007,12214,12214,12214,9236474,4.0,1,AVV5OL-CEXGBA,2012,,1,2020,2021,0,2012,1
11008,12215,12215,12215,9465774,4.0,1,AVV50L-CEXGBA,2012,,1,2020,2021,0,2012,1
11009,12216,12216,12216,9021479,6.0,1,S500 PLUG 222163,2015,,3,2020,2021,0,2015,1
11010,12217,12217,12217,9063776,4.0,1,AVX40L-AEXGBA_____,2014,,1,2020,2021,0,2014,1
11011,12219,12219,12219,9714975,6.0,1,CLA-250 DSJ4EB,2013,,3,2020,2021,0,2013,1
11014,12226,12226,12226,2331021,4.0,1,HIGHLANDER,2013,,1,2020,2021,1,2013,1
11015,12227,12227,12227,9251055,13.0,1,ELCAMINO,1985,,1,2020,2022,0,1985,1
11016,12229,12229,12229,9248755,8.0,1,AK03 M3,1989,,3,2020,2022,0,1989,1
11017,12231,12231,12231,91348701,4.0,1,GVV58L ARXMHA,2016,,4,2020,2021,0,2016,1
11018,12234,12234,12234,9327771,6.0,4,121.040 - 190SL,1963,,3,2021,2022,0,1963,1
11019,12235,12235,12235,9418569,6.0,1,"164,186_ML350",2009,,1,2021,2021,0,2009,1
11020,12236,12236,12236,9122271,6.0,1,164.886 - GL550,2010,,1,2021,2022,0,2010,1
11021,12237,12237,12237,9886168,7.0,1,R45P_TOWN COUNTRY,2009,,1,2021,2022,0,2009,1
11022,12238,12238,12238,9553469,7.0,1,שירוקי גרנד R48K,2009,,1,2021,2022,0,2009,3
11023,12240,12240,12240,9949768,6.0,1,164 186_350 ML,2009,,1,2021,2022,0,2009,1
11024,12241,12241,12241,9779168,7.0,1,אוברלנ שירוקי גרנד,2009,,1,2021,2022,0,2009,4
11025,12242,12242,12242,9000269,1.0,1,K10706_אסקלייד,2009,,1,2021,2022,0,2009,1
11026,12243,12243,12243,9111755,12.0,1,944_______________,1984,,3,2021,2022,0,1984,1
11027,12244,12244,12244,9165155,13.0,1,קורבט,1978,,1,2021,2022,0,1978,1
11028,12245,12245,12245,9135155,6.0,1,107 045 SL-380,1985,,3,2021,2022,0,1985,1
11029,12246,12246,12246,9098571,7.0,1,S13 קאסטום דהסוטו,1950,,1,2021,2022,0,1950,1
11030,12247,12247,12247,9057455,1.0,1,אלדוארדו L47S,1978,,1,2021,2022,0,1978,1
11031,12249,12249,12249,9125855,13.0,1,YY07 - קורבט,1986,,1,2021,2022,0,1986,1
11032,12250,12250,12250,9374869,4.0,1,היברדAHV40L-CEXGBA,2009,,1,2021,2022,0,2009,1
11033,12251,12251,12251,9760061,4.0,1,AHV4OL-CEXGBA,2008,,2,2021,2022,1,2008,1
11034,12252,12252,12252,9281669,3.0,1,FD34N FOCOS,2008,,1,2021,2022,0,2008,1
11035,12253,12253,12253,9684068,7.0,1,N69L - קרוספייר,2008,,1,2021,2021,0,2008,1
11036,12254,12254,12254,9969468,6.0,1,219.357 - CLS-350,2009,,1,2021,2022,0,2009,1
11037,12255,12255,12255,9604668,4.0,1,הייברAHV40L-CEXGBA,2009,,1,2021,2022,0,2009,1
11040,12259,12259,12259,9795871,8.0,1,FE43,2009,,1,2020,2021,0,2009,1
11041,12260,12260,12260,9742571,7.0,1,R6GG,2011,,1,2020,2022,0,2011,1
11042,12261,12261,12261,90226601,8.0,1,XDRIVE 7J21,2017,,3,2020,2022,0,2017,2
11043,12262,12262,12262,9739675,7.0,1,LIMITED JFBG,2013,,1,2020,2021,0,2013,3
11044,12263,12263,12263,9040476,4.0,1,RAV4 ACA20L-AZPNKW,2006,,2,2020,2021,0,2006,1
11045,12264,12264,12264,90274101,8.0,1,330E 8E11,2017,,1,2019,2020,0,2017,2
11046,12265,12265,12265,5633722,11.0,1,V 40 MV29,2017,,20,2020,2021,1,2017,1
11047,12266,12266,12266,9229555,12.0,1,951,1988,,3,2020,2022,0,1988,1
11048,12267,12267,12267,90018601,14.0,1,DZAG,2016,,4,2020,2021,0,2016,1
11049,12268,12268,12268,9042372,7.0,1,C5ED,2010,,1,2020,2021,0,2010,1
11050,12269,12269,12269,9178973,4.0,1,קאמריASV40L-CETNKA,2010,,1,2020,2021,0,2010,1
11051,12270,12270,12270,9828579,4.0,1,AVV60L-BEXGBA,2017,,2,2020,2022,1,2017,1
11052,12271,12271,12271,9412475,4.0,1,קאמריAVV50L-CEXNBA,2013,,1,2020,2022,0,2013,1
11053,12272,12272,12272,9435178,13.0,1,TAHOE K15706,2015,,1,2021,2021,0,2015,1
11055,12274,12274,12274,4326921,14.0,1,קראון גרנד,2020,,1,2020,2022,1,2020,1
11056,12275,12275,12275,5811421,13.0,1,SUBURBAN CK1S906,2019,,1,2019,2022,1,2019,1
11057,12276,12276,12276,3394922,4.0,1,VDJ200L-GNTAZV,2019,,2,2020,2020,0,2019,4
11058,12277,12277,12277,4331821,4.0,1,LAND CRUISER GX.R,2021,,2,2021,2022,1,2021,4
11059,12278,12278,12278,4331721,4.0,1,L.CRUISER GX.R,2021,,2,2021,2022,1,2021,4
11060,12280,12280,12280,2331721,4.0,1,RAV4,2005,,2,2021,2021,1,2005,1
11061,12281,12281,12281,4326721,4.0,1,TOYOTA RAV4 XLE,2019,,2,2021,2022,0,2019,2
11064,12284,12284,12284,9297055,6.0,1,230GE 460.238,1989,,3,2021,2022,0,1989,1
11065,12285,12285,12285,9269955,2.0,1,M151 2D74,1962,,1,2021,2022,0,1962,1
11066,12286,12286,12286,9318855,12.0,1,PORSCHE,1989,,3,2021,2022,0,1989,1
11067,12288,12288,12288,9274455,13.0,1,CORVTTE YY3184,1988,,1,2021,2022,0,1988,1
11068,12289,12289,12289,9192055,13.0,1,FP21F,1988,,1,2021,2022,0,1988,1
11069,12290,12290,12290,9268855,13.0,1,YY078,1987,,1,2021,2022,0,1987,1
11070,12291,12291,12291,9329855,13.0,1,CORVETTE 1Z67,1973,,1,2021,2022,0,1973,1
11071,12292,12292,12292,9160055,13.0,1,קורבט Y078,1987,,1,2021,2022,0,1987,1
11072,12293,12293,12293,9243655,3.0,1,LTD________ S16,1974,,1,2021,2022,0,1974,1
11073,12294,12294,12294,9190955,7.0,1,881,1950,,1,2021,2022,0,1950,1
11074,12295,12295,12295,9279755,13.0,1,CORVETTE YY21,1988,,1,2021,2022,0,1988,1
11075,12296,12296,12296,9284755,3.0,1,F250______BLA7,1977,,1,2021,2022,0,1977,1
11076,12297,12297,12297,9178055,13.0,1,טברוק AY8760,1982,,1,2021,2022,0,1982,1
11077,12298,12298,12298,4324921,5.0,1,HONDA ACCORD,2014,,1,2021,2022,0,2014,1
11078,12299,12299,12299,9311355,6.0,1,MERCEDES 380SL,1982,,3,2021,2022,0,1982,1
11079,12300,12300,12300,9720522,15.0,1,ZAFIRA PD9E,2013,,3,2021,2022,1,2013,4
11080,12301,12301,12301,9200555,8.0,1,325I__________BB23,1988,,3,2020,2021,0,1988,1
11081,12302,12302,12302,9260955,4.0,1,TOYOTA SUPR JT2MA7,1987,,2,2021,2022,0,1987,1
11082,12303,12303,12303,9204255,8.0,1,BB13,1987,,3,2021,2022,0,1987,1
11084,12305,12305,12305,9307055,16.0,1,MILANO,1988,,7,2021,2022,0,1988,1
11085,12309,12309,12309,9301555,4.0,1,MR2 AW11L-WJMQRK,1990,,2,2021,2022,0,1990,1
11087,12311,12311,12311,9789978,6.0,1,218.361,2015,,3,2021,2022,0,2015,1
11088,12312,12312,12312,9921379,6.0,1,222.163,2017,,3,2021,2022,1,2017,2
11089,12313,12313,12313,9505172,4.0,1,GSL30L_סיינה,2011,,1,2021,2022,0,2011,1
11090,12314,12314,12314,90036901,12.0,1,997_טורבו 911,2016,,3,2021,2021,0,2016,1
11091,12315,12315,12315,9109673,8.0,1,BMW X6 FG2C,2011,,1,2021,2022,0,2011,1
11092,12316,12316,12316,9523672,8.0,1,FFOC -X5,2010,,1,2021,2021,0,2010,4
